City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,laojunmiao,39.8333,97.7333,25.53,15,4,8.45,CN,1692519424
368,kourou,5.1552,-52.6478,24.03,92,47,3.59,GF,1692519424
369,lincoln city,44.9582,-124.0179,15.89,86,9,0.89,US,1692519424
370,papao,-17.75,-149.55,24.82,71,1,3.25,PF,1692519328
371,porto novo,6.4965,2.6036,24.9,81,58,1.29,BJ,1692519211
372,pitea,65.3172,21.4794,18.05,63,5,0.17,SE,1692519425
373,pratola peligna,42.0983,13.8739,28.58,53,0,2.76,IT,1692519425
374,tamanrasset,22.785,5.5228,29.95,20,0,8.23,DZ,1692519425
375,fuglafjordur,62.244,-6.814,13.26,89,100,5.9,FO,1692519425
376,pagar alam,-4.0167,103.2667,25.52,84,45,0.53,ID,1692519425
377,bowen,-20.0167,148.2333,19.82,59,0,7.13,AU,1692519426
378,lewiston orchards,46.3804,-116.9754,24.59,19,100,1.54,US,1692519426
379,buala,-8.145,159.5921,26.93,83,33,1.89,SB,1692519426
380,sogne,58.0833,7.8167,20.65,99,100,1.79,NO,1692519426
381,constantia,44.1833,28.65,33.38,52,0,6.46,RO,1692519426
382,necochea,-38.5473,-58.7368,8.03,75,100,9.11,AR,1692519426
383,pangody,65.85,74.4859,9.35,75,100,6.64,RU,1692519427
384,siaya,0.0612,34.2882,28.18,32,91,1.94,KE,1692519427
385,alofi,-19.0595,-169.9187,22.94,94,100,4.63,NU,1692519328
386,xianning,29.8833,114.2167,33.29,53,69,0.85,CN,1692519297
387,fortuna,40.5982,-124.1573,13.19,95,100,0.0,US,1692519427
388,zahedan,29.4963,60.8629,32.95,9,0,3.09,IR,1692519427
389,huanuni,-18.2667,-66.85,-0.83,21,0,2.41,BO,1692519428
390,klasterec nad ohri,50.3844,13.1713,28.06,78,13,0.8,CZ,1692519428
391,niafunke,15.9322,-3.9906,31.26,47,33,6.21,ML,1692519428
392,saint-philippe,-21.3585,55.7679,24.77,69,0,1.25,RE,1692519428
393,sogndal,61.2283,7.1003,16.21,100,100,2.06,NO,1692519428
394,gizo,-8.103,156.8419,26.38,85,54,6.73,SB,1692519428
395,deqen,29.9618,90.7188,19.31,52,99,1.66,CN,1692519429
396,flin flon,54.7682,-101.865,10.07,77,11,3.38,CA,1692519429
397,presidente medici,-11.1753,-61.9014,24.63,55,85,1.41,BR,1692519429
398,farakka,24.8167,87.9,33.39,59,100,3.7,IN,1692519429
399,al jawf,29.5,38.75,41.47,7,0,3.87,SA,1692519429
400,lakatoro,-16.0999,167.4164,23.32,80,90,4.89,VU,1692519430
401,santa ana,33.7456,-117.8678,27.25,70,75,0.0,US,1692519141
402,ezza-ohu,6.4373,8.0862,22.9,96,100,1.85,NG,1692519430
403,douala,4.0483,9.7043,25.53,87,100,1.26,CM,1692519430
404,ndola,-12.9587,28.6366,26.35,24,1,3.07,ZM,1692519430
405,tual,-5.6667,132.75,25.37,80,14,10.41,ID,1692519430
406,safi,32.1667,-8.8333,32.25,22,70,3.48,MA,1692519431
407,smithers,54.7804,-127.1743,10.18,87,75,0.0,CA,1692519431
408,patnanungan,14.7833,122.1833,30.49,63,100,0.84,PH,1692519431
409,skole,49.0372,23.5135,27.77,48,1,1.06,UA,1692519431
410,berbera,10.4396,45.0143,36.12,39,8,5.04,SO,1692519431
411,nuuk,64.1835,-51.7216,10.34,71,75,17.49,GL,1692519431
412,rio grande,-32.035,-52.0986,9.97,68,100,5.21,BR,1692519432
413,archangelos,36.2149,28.1149,27.95,59,1,2.54,GR,1692519432
414,ghat,24.9647,10.1728,32.58,18,0,4.55,LY,1692519432
415,sao borja,-28.6606,-56.0044,10.53,92,3,1.23,BR,1692519432
416,hobyo,5.3505,48.5268,29.63,61,99,10.48,SO,1692519432
417,port lincoln,-34.7333,135.8667,14.77,76,100,5.03,AU,1692519432
418,rumonge,-3.9736,29.4386,29.29,43,84,2.08,BI,1692519433
419,nadudvar,47.4167,21.1667,29.99,42,5,2.9,HU,1692519433
420,port alfred,-33.5906,26.891,19.54,69,0,2.11,ZA,1692519433
421,tayzhina,53.6679,87.4362,18.7,95,100,2.06,RU,1692519433
422,kununurra,-15.7667,128.7333,30.99,19,7,3.6,AU,1692519433
423,bathsheba,13.2167,-59.5167,25.34,94,75,3.6,BB,1692519433
424,ha tinh,18.3333,105.9,32.89,64,100,4.1,VN,1692519152
425,bodo,67.28,14.405,19.97,59,0,8.75,NO,1692519434
426,opp,31.2827,-86.2555,25.03,92,0,0.0,US,1692519434
427,amga,60.8953,131.9608,18.86,74,31,2.55,RU,1692519141
428,faaa,-17.55,-149.6,24.98,78,20,5.14,PF,1692519434
429,darovskoy,58.77,47.9564,17.31,53,100,2.54,RU,1692519434
430,mejit,10.2753,170.8646,28.42,77,14,7.67,MH,1692519434
431,koson,39.0375,65.585,37.18,8,0,7.24,UZ,1692519435
432,niort,46.3333,-0.3333,23.43,66,73,0.89,FR,1692519435
433,kristiansund,63.1115,7.732,17.03,94,100,0.0,NO,1692519435
434,werder,52.3787,12.934,26.76,65,26,3.91,DE,1692519435
435,diego de almagro,-26.3667,-70.05,14.98,18,31,1.29,CL,1692519435
436,scheveningen,52.1046,4.2756,22.75,76,0,3.6,NL,1692519435
437,kzyltu,53.6364,72.3414,22.1,42,100,4.67,KZ,1692519436
438,novhorod-sivers'kyy,52.0058,33.2615,27.81,51,0,0.91,UA,1692519436
439,banff,51.1762,-115.5698,7.09,75,2,1.03,CA,1692519436
440,dubai,25.2582,55.3047,41.14,31,0,2.06,AE,1692519049
441,newman,37.3138,-121.0208,26.13,76,100,1.79,US,1692519436
442,labin,45.095,14.1197,29.14,55,0,4.99,HR,1692519436
443,diu,20.7141,70.9822,29.08,68,70,6.63,IN,1692519436
444,polyarnyy,69.1989,33.4478,9.17,76,100,8.92,RU,1692519437
445,paragominas,-2.9667,-47.4833,20.57,98,59,1.35,BR,1692519400
446,benemerito de las americas,16.5167,-90.6439,21.74,97,23,0.91,MX,1692519437
447,askoy,60.4092,5.226,19.42,57,75,3.6,NO,1692519437
448,nhamunda,-2.1861,-56.7131,23.48,62,9,1.34,BR,1692519437
449,kostomuksha,64.571,30.5767,15.34,53,2,1.97,RU,1692519437
450,umm as sahik,26.6536,49.9164,43.1,38,0,4.2,SA,1692519438
451,yermentau,51.6214,73.1069,27.61,39,94,3.89,KZ,1692519438
452,kokpekty,48.75,82.4,27.43,28,0,1.59,KZ,1692519438
453,tshabong,-26.05,22.45,17.3,11,97,2.13,BW,1692519438
454,kasongo-lunda,-6.4667,16.8167,31.1,40,21,0.34,CD,1692519438
455,sechura,-5.5569,-80.8222,20.05,82,90,3.97,PE,1692519438
456,kamaishi,39.2667,141.8833,27.83,90,93,3.08,JP,1692519439
457,chas,23.6333,86.1667,32.66,59,100,5.42,IN,1692519439
458,bandar-e lengeh,26.5579,54.8807,37.06,56,0,4.12,IR,1692519439
459,lukolela,-1.0605,17.1821,24.0,70,100,1.07,CD,1692519439
460,peniche,39.3558,-9.3811,22.28,83,77,5.78,PT,1692519439
461,grants pass,42.439,-123.3284,23.73,66,100,0.0,US,1692519220
462,kulhudhuffushi,6.6221,73.07,27.99,72,0,5.97,MV,1692519440
463,al hazm,16.1641,44.7769,34.48,17,78,2.29,YE,1692519440
464,yoloten,37.2989,62.3597,39.34,8,0,4.9,TM,1692519440
465,dongning,44.0622,131.1207,25.75,84,94,1.48,CN,1692519440
466,juneau,58.3019,-134.4197,13.45,93,100,0.0,US,1692519166
467,bamboo flat,11.7,92.7167,29.05,79,75,4.12,IN,1692519440
468,richards bay,-28.783,32.0377,21.36,64,0,2.94,ZA,1692519441
469,birjand,32.8663,59.2211,31.26,7,0,7.2,IR,1692519441
470,lejanias,3.5251,-74.0216,20.54,88,73,2.5,CO,1692519441
471,qarauyl,48.9451,79.255,27.97,23,0,3.63,KZ,1692519441
472,borogontsy,62.6683,131.1683,16.13,88,94,3.51,RU,1692519441
473,darwin,-12.4611,130.8418,30.5,38,0,6.17,AU,1692519303
474,jeddah,21.5169,39.2192,38.92,42,0,2.06,SA,1692519442
475,puerto deseado,-47.7503,-65.8938,4.42,88,69,1.81,AR,1692519442
476,san luis de la loma,17.2706,-100.8939,26.17,82,100,2.36,MX,1692519442
477,tofol,5.3248,163.0078,28.94,69,14,1.52,FM,1692519442
478,cidade velha,14.9167,-23.6167,25.26,83,75,4.63,CV,1692519442
479,dwarka,22.2394,68.9678,27.82,74,97,7.27,IN,1692519442
480,las khorey,11.1595,48.1967,35.14,49,66,4.84,SO,1692519443
481,bethanie,-26.4833,17.15,16.01,14,9,3.06,NA,1692519443
482,aykhal,66.0,111.5,15.8,34,63,8.34,RU,1692519443
483,nova vicosa,-17.8919,-39.3719,22.18,84,8,5.13,BR,1692519443
484,mirny,62.5353,113.9611,20.69,52,39,4.92,RU,1692519443
485,high river,50.5834,-113.8687,8.94,82,1,1.41,CA,1692519390
486,balabac,7.9868,117.0645,28.93,71,84,1.75,PH,1692519444
487,lillehammer,61.1146,10.4674,14.39,99,100,1.09,NO,1692519444
488,perry,37.2506,-83.1999,18.4,72,0,1.18,US,1692519444
489,russellville,35.2784,-93.1338,26.66,72,0,0.0,US,1692519298
490,happy valley-goose bay,53.3168,-60.3315,19.17,82,75,2.57,CA,1692519444
491,duba,27.3513,35.6901,35.55,53,0,3.8,SA,1692519444
492,haiku-pauwela,20.9219,-156.3051,24.03,70,20,3.6,US,1692519445
493,luxor,25.6989,32.6421,35.03,34,0,3.6,EG,1692519445
494,suva,-18.1416,178.4415,23.71,88,20,1.03,FJ,1692519445
495,simanggang,1.2472,111.4528,34.99,55,40,1.54,MY,1692519445
496,saint-francois,46.4154,3.9054,24.82,73,0,1.54,FR,1692519445
497,shevchenko,48.5,35.0,33.06,22,0,2.31,UA,1692519445
498,ulsteinvik,62.3432,5.8487,18.84,87,100,0.45,NO,1692519446
499,howard springs,-12.497,131.047,30.46,50,39,2.79,AU,1692519446
500,toyooka,35.5333,134.8333,31.03,70,75,2.57,JP,1692519177
501,nantucket,41.2835,-70.0995,20.57,94,0,4.63,US,1692519299
502,axim,4.8699,-2.2405,25.0,86,92,1.5,GH,1692519446
503,rosso,16.4986,-15.8153,28.96,69,100,3.57,SN,1692519440
504,chinde,26.8418,88.0763,23.59,81,100,1.1,NP,1692519446
505,fada,9.5667,8.3,20.96,95,100,1.45,NG,1692519447
506,xilin hot,43.9667,116.0333,31.25,13,100,10.25,CN,1692519447
507,horodyshche,49.2849,31.4451,32.66,27,15,3.09,UA,1692519447
508,tarakan,3.3,117.6333,30.72,79,20,3.6,ID,1692519447
509,carutapera,-1.195,-46.02,25.99,78,71,5.12,BR,1692519447
510,rawlins,41.7911,-107.2387,16.94,59,20,0.0,US,1692519447
511,touros,-5.1989,-35.4608,23.68,89,27,4.29,BR,1692519447
512,muisne,0.6,-80.0333,25.16,87,100,6.61,EC,1692519448
513,saint-pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,1692519448
514,barranca,-10.75,-77.7667,18.61,83,54,2.64,PE,1692519448
515,mili,6.0815,171.735,29.03,75,100,5.28,MH,1692519448
516,del rio,29.3627,-100.8968,32.06,59,0,4.12,US,1692519448
517,levuka,50.1834,-105.4011,7.9,46,100,0.75,CA,1692519448
518,verkhov'ye,52.8119,37.2425,28.85,41,16,2.58,RU,1692519449
519,novaya igirma,57.1334,103.9112,10.99,97,100,3.15,RU,1692519449
520,georgetown,5.4112,100.3354,30.97,86,40,4.12,MY,1692519449
521,usogorsk,63.4106,48.6872,13.09,59,72,3.68,RU,1692519449
522,san andres,12.5847,-81.7006,26.01,83,40,8.75,CO,1692519449
523,kolonia,50.9333,6.95,25.79,80,0,0.51,DE,1692519291
524,kyren,51.6828,102.1408,17.97,59,48,2.88,RU,1692519450
525,guazacapan,14.0742,-90.4167,22.41,77,74,2.26,GT,1692519450
526,orosei,40.3798,9.6929,30.88,39,0,2.14,IT,1692519450
527,mirnyy,62.5353,113.9611,20.69,52,39,4.92,RU,1692519450
528,santa cecilia,-26.9608,-50.4269,6.13,89,0,1.23,BR,1692519450
529,dobropillya,48.4615,37.0852,33.78,19,0,2.93,UA,1692519451
530,tobelo,1.7284,128.0095,27.72,76,100,1.18,ID,1692519451
531,fort st. john,56.2499,-120.8529,13.94,51,0,2.06,CA,1692519451
532,liberal,37.0431,-100.921,19.58,59,0,2.57,US,1692519451
533,kailua-kona,19.6406,-155.9956,26.98,89,0,2.24,US,1692519451
534,merizo village,13.2658,144.6691,29.43,89,62,2.74,GU,1692519451
535,labrador city,52.9463,-66.9114,12.95,100,100,2.57,CA,1692519452
536,kazanskoye,55.6448,69.235,21.76,27,0,3.91,RU,1692519452
537,mont-laurier,46.5501,-75.4993,12.79,92,54,1.59,CA,1692519452
538,arteche,12.2645,125.4048,28.1,84,81,0.75,PH,1692519452
539,galliano,29.4422,-90.2992,28.33,83,75,0.0,US,1692519340
540,west hattiesburg,31.3191,-89.3751,27.18,83,0,0.89,US,1692519452
541,dabola,10.75,-11.1167,22.64,94,90,0.77,GN,1692519453
542,rabo de peixe,37.8,-25.5833,22.73,78,40,3.09,PT,1692519453
543,ixtapa,20.7,-105.2,25.13,93,100,0.45,MX,1692519453
544,port saint john's,-31.6229,29.5448,21.04,52,0,0.63,ZA,1692519453
545,barcelos,41.5388,-8.6151,22.73,83,61,1.32,PT,1692519220
546,diapaga,12.0708,1.7889,26.16,82,9,3.78,BF,1692519453
547,tokar,18.4254,37.729,42.34,25,31,7.81,SD,1692519454
548,manali,13.1667,80.2667,34.05,63,39,0.34,IN,1692519454
549,ornskoldsvik,63.2909,18.7153,18.53,72,100,3.6,SE,1692519454
550,el nido,11.1858,119.3956,28.85,72,82,0.99,PH,1692519454
551,urzhar,47.093,81.6294,30.4,17,0,2.46,KZ,1692519454
552,palu,-0.8917,119.8707,28.4,84,64,1.09,ID,1692519454
553,coahuayana de hidalgo,18.7,-103.6583,25.48,89,100,1.82,MX,1692519455
554,avila,40.5833,-5.0,22.58,32,15,0.74,ES,1692519455
555,yabelo,4.8833,38.0833,21.96,40,85,4.26,ET,1692519455
556,makarov,48.6333,142.8,23.57,63,54,2.88,RU,1692519455
557,marovoay,-16.1,46.6333,33.21,32,0,1.37,MG,1692519455
558,bakchar,57.0186,82.0711,13.3,98,100,2.05,RU,1692519456
559,makinsk,52.6292,70.4169,21.11,65,100,5.33,KZ,1692519456
560,samdrup jongkhar,26.9167,91.6167,25.8,89,100,2.54,BT,1692519456
561,santo angelo,-28.2992,-54.2631,10.62,91,20,2.1,BR,1692519456
